Employee_ID,Name,Age,Department,Position,Salary,Hire_Date
E0707,Cameron Spencer,51,Sales,Account Manager,119935.32,2018-03-21
E0708,Rebecca Figueroa DDS,32,Customer Service,Customer Service Manager,126207.04,2020-02-01
E0709,Jacob Cantu,53,Customer Service,Technical Support Specialist,106791.72,2018-04-09
E0710,Jennifer Mcclure,24,Sales,Sales Representative,137367.0,2015-09-03
E0711,Paul Waters,26,Finance,Accountant,139404.35,2017-10-11
E0712,Sarah Brown,34,Sales,Account Manager,57661.89,2019-09-26
E0713,Mason Glass,39,Information Technology (IT),Software Developer,81889.79,2019-11-28
E0714,Lisa Buck,27,Customer Service,Customer Service Representative,70674.76,2021-11-22
E0715,Lisa Moreno,33,Customer Service,Technical Support Specialist,73571.04,2016-02-20
E0716,Kendra Jones,60,Information Technology (IT),Information Technology Manager,52841.56,2024-02-26
E0717,Joseph Carey,57,Information Technology (IT),Information Technology Manager,51422.9,2015-07-19
E0718,Richard Miller,44,Marketing,Content Creator,121258.78,2015-05-07
E0719,Robert Church,50,Information Technology (IT),Information Technology Manager,101304.64,2017-07-07
E0720,Eric Nunez,26,Sales,Sales Manager,65249.81,2024-04-11
E0721,Joseph Villanueva,36,Information Technology (IT),Network Administrator,100450.53,2020-04-03
E0722,Sarah Anderson,31,Customer Service,Customer Service Manager,145099.23,2021-04-23
E0723,Sherri Campbell,57,Finance,Accountant,95011.71,2018-07-08
E0724,Nicole Martin,58,Finance,Accountant,76449.6,2024-03-24
E0725,Mrs. Anna Smith,41,Operations,Logistics Coordinator,108019.44,2022-05-30
E0726,Jennifer Diaz,55,Sales,Sales Manager,130321.67,2021-03-18
E0727,Rhonda Young,41,Customer Service,Technical Support Specialist,54445.87,2019-07-20
E0728,Kelly Burns,57,Information Technology (IT),Network Administrator,148216.04,2015-06-06
E0729,Carla Bryan,26,Customer Service,Customer Service Manager,69840.97,2021-10-13
E0730,Michael Jones,51,Legal,Paralegal,86872.48,2015-03-05
E0731,Wendy Anderson,29,Finance,Chief Financial Officer (CFO),94999.47,2021-01-14
E0732,Timothy Goodman,56,Human Resources,Human Resources Manager,113184.77,2017-12-03
E0733,Jennifer Bradley,28,Human Resources,Recruiter,76130.1,2019-04-26
E0734,Maria Kelly,35,Product Development,Product Designer,64761.52,2024-06-06
E0735,Dawn Reyes,31,Legal,Corporate Lawyer,106187.85,2017-03-22
E0736,Kenneth Newton,46,Legal,Paralegal,124387.98,2021-11-16
E0737,Adrian Green,50,Legal,Corporate Lawyer,85248.64,2017-10-14
E0738,Rachel Carter,27,Product Development,R&D Specialist,50964.18,2014-10-20
E0739,Roy Rodriguez,42,Operations,Logistics Coordinator,91482.73,2015-08-13
E0740,Morgan Green,60,Operations,Logistics Coordinator,66135.42,2020-01-19
E0741,Brian Buck,60,Legal,Paralegal,146483.49,2016-10-04
E0742,Melissa Adams,55,Information Technology (IT),Software Developer,125055.71,2020-05-13
E0743,James King,29,Sales,Sales Manager,53137.02,2016-05-03
E0744,Dr. Joseph Anderson MD,59,Sales,Account Manager,136697.24,2019-02-06
E0745,Christina Richardson,23,Product Development,Product Manager,143069.67,2022-12-16
E0746,Jeffrey Butler,32,Sales,Sales Representative,55696.44,2020-02-08
E0747,Brittney Hull,58,Information Technology (IT),Information Technology Manager,76967.12,2020-02-03
E0748,Kylie Jackson,32,Sales,Sales Manager,75683.48,2021-07-18
E0749,Kari Miranda,45,Human Resources,Recruiter,105161.13,2019-01-26
E0750,Drew Mckinney,39,Sales,Sales Representative,125503.82,2015-08-14
E0751,Erika Ray,58,Finance,Financial Analyst,117221.2,2016-08-10
E0752,Nicole Walls,31,Sales,Sales Manager,92825.48,2022-01-03
E0753,James Russo,24,Operations,Logistics Coordinator,83011.34,2016-03-01
E0754,Annette Singleton,31,Customer Service,Customer Service Representative,123097.97,2018-09-18
E0755,Sabrina Patel,39,Legal,General Counsel,56208.98,2018-08-14
E0756,George Chase,31,Sales,Account Manager,91209.47,2024-01-14
E0757,Christopher Walls,30,Operations,Quality Assurance Specialist,121641.44,2019-12-15
E0758,Kevin Grimes DDS,29,Finance,Financial Analyst,84773.77,2015-08-06
E0759,Kelly Sanchez,27,Legal,General Counsel,136980.49,2016-01-10
E0760,Elizabeth Ward,35,Product Development,Product Designer,136991.23,2022-04-22
E0761,Craig Williams,28,Marketing,Marketing Manager,50916.66,2018-07-12
E0762,Sandra Stone,39,Product Development,Product Manager,53770.81,2023-02-18
E0763,Randy Porter,36,Information Technology (IT),Information Technology Manager,72628.25,2022-08-09
E0764,Candice Baird,25,Legal,Paralegal,149994.08,2024-03-22
E0765,John Greene,42,Human Resources,Human Resources Manager,132487.13,2017-06-10
E0766,Kyle Jackson,36,Customer Service,Customer Service Manager,143243.68,2024-04-19
E0767,Melissa Phelps,50,Product Development,Product Designer,86579.35,2016-09-20
E0768,James Smith,22,Sales,Account Manager,73530.0,2018-12-24
E0769,Gregory Young,31,Legal,Corporate Lawyer,62763.27,2021-03-29
E0770,Scott Clay,35,Customer Service,Technical Support Specialist,142512.81,2016-07-24
E0771,Curtis Valencia,56,Finance,Accountant,78744.12,2015-08-21
E0772,Tom Sanchez,29,Marketing,Marketing Manager,54854.24,2017-02-02
E0773,Ashley Jenkins,32,Sales,Sales Representative,141031.91,2020-09-15
E0774,Robert Walsh,56,Marketing,SEO Specialist,96203.76,2017-04-10
E0775,Brandy Turner,59,Sales,Account Manager,141159.75,2014-12-03
E0776,Vanessa Noble,59,Product Development,Product Manager,125453.01,2021-07-17
E0777,Tina Dawson,23,Finance,Financial Analyst,72191.25,2023-04-20
E0778,Morgan Brown,33,Legal,General Counsel,132033.67,2023-04-26
E0779,Matthew Moore,37,Marketing,SEO Specialist,71527.6,2017-11-05
E0780,Nicholas Brady,52,Product Development,R&D Specialist,59476.22,2019-03-28
E0781,Cynthia Gonzalez,59,Human Resources,Recruiter,69590.31,2021-10-26
E0782,Marcus Gould,55,Sales,Sales Manager,128844.9,2022-10-12
E0783,Stanley Armstrong,50,Sales,Account Manager,143252.07,2017-07-02
E0784,Samantha Lee,45,Operations,Quality Assurance Specialist,93514.39,2024-07-14
E0785,Richard Castillo,34,Product Development,R&D Specialist,132488.08,2022-12-21
E0786,Andrea Ward,31,Legal,General Counsel,71531.03,2021-09-17
E0787,Adam King PhD,36,Customer Service,Technical Support Specialist,62096.95,2019-06-29
E0788,Holly Cook,25,Legal,Corporate Lawyer,102658.96,2018-11-22
E0789,Brandi Anderson,36,Product Development,Product Manager,73267.21,2024-05-21
E0790,Richard Vincent,53,Finance,Chief Financial Officer (CFO),149309.51,2015-12-30
E0791,Debra Coleman,51,Human Resources,Human Resources Specialist,54442.63,2017-08-22
E0792,Charles Baird,46,Finance,Accountant,122926.16,2016-04-08
E0793,Heather Cain,53,Operations,Logistics Coordinator,50694.61,2019-07-25
E0794,Kenneth Barnes,33,Sales,Sales Representative,60509.6,2019-12-21
E0795,Wyatt Vasquez,53,Customer Service,Technical Support Specialist,90205.26,2022-10-24
E0796,Andrew Baker,28,Information Technology (IT),Network Administrator,88827.46,2023-03-05
E0797,Alvin Young,45,Human Resources,Human Resources Specialist,96187.67,2020-05-27
E0798,Alyssa Johnson,60,Sales,Sales Manager,77152.61,2021-04-03
E0799,Joshua Parker,59,Sales,Sales Manager,124682.79,2023-09-14
E0800,Ann Doyle,53,Human Resources,Recruiter,54289.28,2017-11-19
E0801,Matthew Cordova,46,Human Resources,Recruiter,50233.19,2022-10-10
E0802,Mark Donaldson,26,Human Resources,Recruiter,119104.13,2014-08-06
E0803,Jonathan Castillo,39,Legal,Paralegal,133800.03,2015-10-12
E0804,Dr. Joshua Cook,26,Finance,Chief Financial Officer (CFO),86684.17,2017-08-09
E0805,Vanessa Jones,23,Human Resources,Human Resources Specialist,103186.26,2016-10-31
E0806,Lisa Harrell,33,Finance,Financial Analyst,101871.1,2018-06-03
E0807,Robert Dunn,29,Product Development,R&D Specialist,131141.22,2015-08-07
E0808,Rachel Callahan,52,Information Technology (IT),Information Technology Manager,138093.17,2016-02-16
E0809,Kenneth Reyes,27,Operations,Logistics Coordinator,88620.91,2017-10-08
E0810,Katherine Waters,47,Marketing,Marketing Manager,98434.19,2020-05-27
E0811,Kathryn Campbell,42,Customer Service,Technical Support Specialist,93165.88,2021-12-26
E0812,Matthew Morrow,38,Sales,Account Manager,94722.48,2021-05-13
E0813,Paul Richardson,27,Information Technology (IT),Information Technology Manager,105558.26,2020-12-04
E0814,Hayden Holmes,32,Sales,Account Manager,114249.05,2022-04-25
E0815,Renee Sullivan,48,Operations,Logistics Coordinator,59583.25,2019-05-01
E0816,Tony Butler,51,Product Development,Product Designer,113111.95,2015-09-23
E0817,Dr. Beth Velazquez,36,Information Technology (IT),Network Administrator,54323.47,2024-06-14
E0818,Jonathan Patterson,27,Marketing,SEO Specialist,71455.19,2015-05-19
E0819,Kristin Price DVM,58,Information Technology (IT),Network Administrator,123914.34,2022-05-11
E0820,Robert Hoover,48,Legal,Corporate Lawyer,72721.43,2016-10-29
E0821,Joseph Little,22,Customer Service,Customer Service Manager,74338.76,2019-07-03
E0822,John Morgan DDS,57,Sales,Sales Representative,56518.65,2023-08-02
E0823,Alyssa Phillips,34,Product Development,Product Manager,61151.98,2017-04-14
E0824,Clarence Schmidt,40,Operations,Operations Manager,128873.14,2018-12-21
E0825,Clinton Thompson,28,Sales,Sales Representative,100380.86,2021-10-30
E0826,Victoria Mcintosh,57,Legal,General Counsel,82028.36,2023-01-14
E0827,Michael Moore,37,Customer Service,Customer Service Manager,70107.17,2015-02-03
E0828,Christopher Buck,22,Marketing,Marketing Manager,82627.76,2015-01-21
E0829,Andrew Collins,40,Sales,Sales Manager,81616.53,2018-01-18
E0830,Brandi Medina,49,Product Development,R&D Specialist,59557.31,2022-12-27
E0831,Cynthia Newman,42,Human Resources,Recruiter,109212.9,2016-11-12
E0832,Tyler Johnson,56,Customer Service,Technical Support Specialist,57003.95,2019-08-15
E0833,Adam Munoz,39,Product Development,R&D Specialist,97851.17,2016-11-19
E0834,Scott Nixon,60,Customer Service,Customer Service Representative,101480.56,2020-10-02
E0835,Michelle Tate,55,Customer Service,Customer Service Representative,82522.83,2016-11-04
E0836,Brian Haney,29,Marketing,Content Creator,96074.8,2015-10-13
E0837,Mark Martin,55,Information Technology (IT),Information Technology Manager,117776.16,2017-06-28
E0838,Jordan Day,56,Sales,Sales Representative,109587.25,2019-09-25
E0839,Joseph Horn,32,Operations,Quality Assurance Specialist,75194.73,2015-06-19
E0840,Savannah Byrd,48,Marketing,SEO Specialist,69444.28,2023-08-09
E0841,Brian Lopez DDS,56,Sales,Sales Manager,50293.53,2021-04-05
E0842,Mark Pittman,38,Information Technology (IT),Software Developer,102176.14,2022-06-24
E0843,Alvin Reid,25,Sales,Account Manager,104046.03,2020-07-11
E0844,Thomas Webb,44,Product Development,Product Manager,69465.45,2023-07-20
E0845,John Franklin,60,Finance,Accountant,116019.27,2023-11-04
E0846,Melanie Payne,23,Legal,General Counsel,53685.48,2021-07-07
E0847,Amy Holloway,40,Human Resources,Human Resources Manager,69984.78,2019-01-22
E0848,Christy Murillo,56,Customer Service,Customer Service Manager,79467.02,2023-01-04
E0849,Michelle Harvey,44,Sales,Sales Representative,142100.89,2017-10-16
E0850,Timothy Espinoza,53,Customer Service,Technical Support Specialist,73674.15,2019-11-07
E0851,Cathy Rollins,34,Human Resources,Human Resources Manager,93928.56,2019-10-17
E0852,Veronica Baker,34,Operations,Logistics Coordinator,111954.52,2016-05-30
E0853,Veronica Vazquez,28,Product Development,Product Manager,97419.18,2019-11-25
E0854,Jim Phillips,48,Finance,Chief Financial Officer (CFO),61966.12,2018-11-17
E0855,Amanda Hatfield,50,Finance,Accountant,100032.34,2021-02-01
E0856,Ronald Clark,41,Human Resources,Recruiter,76950.81,2019-01-06
E0857,Luis Matthews,24,Operations,Operations Manager,142801.55,2015-02-01
E0858,Patrick Clark,39,Sales,Sales Representative,67758.99,2023-01-19
E0859,Sarah Oneal,53,Finance,Accountant,129713.39,2018-08-09
E0860,Carolyn Andrade DDS,31,Marketing,SEO Specialist,85610.65,2016-02-05
E0861,Kevin Mendoza,38,Human Resources,Human Resources Manager,116819.99,2018-09-04
E0862,Courtney Riley,36,Sales,Account Manager,54214.08,2020-09-23
E0863,Christopher Thomas,39,Legal,Paralegal,112839.81,2018-07-01
E0864,Michael Benson,33,Finance,Chief Financial Officer (CFO),79499.49,2017-03-26
E0865,Susan Spencer,23,Finance,Chief Financial Officer (CFO),59691.2,2023-06-22
E0866,Mark Martin,40,Product Development,Product Manager,70746.19,2017-12-26
E0867,Caleb Black,23,Sales,Account Manager,67499.37,2019-02-11
E0868,Leonard Salinas,36,Information Technology (IT),Software Developer,98597.35,2019-07-26
E0869,Daisy Mosley,34,Sales,Sales Manager,65418.96,2016-07-16
E0870,Teresa Villanueva,35,Human Resources,Recruiter,58611.3,2022-01-28
E0871,Alexandra Hernandez,31,Product Development,R&D Specialist,97060.41,2017-01-06
E0872,Justin Weiss,43,Finance,Financial Analyst,140552.61,2015-03-21
E0873,Rodney Davis,30,Human Resources,Human Resources Specialist,61798.45,2014-09-01
E0874,Diana Vega,50,Sales,Account Manager,132194.77,2015-08-13
E0875,Kevin West,32,Product Development,Product Designer,112327.22,2024-07-18
E0876,Nicole Kerr,39,Human Resources,Human Resources Specialist,98911.48,2024-06-21
E0877,William Long Jr.,34,Finance,Chief Financial Officer (CFO),66110.75,2016-08-17
E0878,Michael Acevedo,43,Marketing,Content Creator,101476.79,2020-03-12
E0879,Robert Olson Jr.,48,Sales,Sales Manager,131819.8,2022-05-26
E0880,Erica Gonzalez MD,53,Finance,Financial Analyst,77960.99,2023-09-24
E0881,Michelle Powers,42,Product Development,Product Designer,76970.88,2015-08-14
E0882,Cristina Cooper,35,Finance,Financial Analyst,99759.78,2021-11-12
E0883,Stephen Cruz,26,Legal,Paralegal,139744.77,2015-04-12
E0884,Oscar Pitts,22,Sales,Sales Manager,126880.62,2021-06-26
E0885,Michael Torres,27,Product Development,R&D Specialist,130946.69,2016-01-26
E0886,Laura Berg,51,Legal,Paralegal,96174.12,2021-09-05
E0887,Andres Villa,37,Information Technology (IT),Information Technology Manager,126994.44,2019-03-05
E0888,Nicole Martin,25,Marketing,Marketing Manager,55483.17,2016-04-18
E0889,Henry Monroe,57,Customer Service,Customer Service Manager,123598.16,2016-01-18
E0890,Larry Owens,31,Human Resources,Human Resources Specialist,100494.05,2021-04-11
E0891,Eric Fuentes,29,Operations,Operations Manager,93480.66,2016-03-12
E0892,Anna Benson,48,Sales,Sales Representative,57179.22,2017-12-29
E0893,Linda Griffin,38,Operations,Quality Assurance Specialist,116329.69,2019-10-17
E0894,Henry Moon,53,Customer Service,Customer Service Representative,60714.18,2016-02-01
E0895,Brian Riddle,58,Operations,Quality Assurance Specialist,62447.89,2017-12-12
E0896,Richard Bradley,56,Sales,Sales Manager,122079.06,2019-04-07
E0897,Donald Phillips,36,Information Technology (IT),Software Developer,58071.73,2014-08-03
E0898,Mike Green,51,Information Technology (IT),Network Administrator,117996.82,2017-10-01
E0899,Sonia Terry,33,Legal,Corporate Lawyer,84288.25,2022-01-25
E0900,Jeffrey Henry,53,Legal,General Counsel,58767.59,2020-01-19
E0901,Cody Parker,32,Product Development,Product Manager,90154.44,2023-07-21
E0902,Jacqueline Buchanan,43,Operations,Operations Manager,72376.3,2015-12-08
E0903,Daniel Holmes,45,Sales,Account Manager,131630.98,2022-12-18
E0904,Jeffrey Weaver,38,Information Technology (IT),Software Developer,85330.37,2017-09-28
E0905,Chelsea Delgado,42,Customer Service,Customer Service Manager,126432.43,2016-05-06
E0906,Michele Mason,60,Legal,Paralegal,89786.65,2019-05-01
E0907,Matthew Leonard,23,Information Technology (IT),Information Technology Manager,61974.61,2021-12-30
E0908,Tabitha Gordon,42,Marketing,Marketing Manager,104318.62,2024-04-11
E0909,Michelle Smith,46,Human Resources,Recruiter,125004.83,2024-05-21
E0910,Sarah Burton,42,Customer Service,Customer Service Representative,55378.76,2018-03-19
E0911,James Christian,46,Information Technology (IT),Software Developer,65494.71,2018-10-04
E0912,Daniel Perez,34,Legal,Paralegal,99603.54,2023-03-22
E0913,Tammy Riley,39,Sales,Sales Manager,51847.11,2018-11-14
E0914,Evan Jordan,50,Customer Service,Customer Service Manager,58519.03,2016-01-06
E0915,Joshua Murray,58,Operations,Quality Assurance Specialist,86556.49,2019-07-14
E0916,Sheila Ortiz,26,Information Technology (IT),Software Developer,124074.85,2022-10-20
E0917,Heather Klein,37,Product Development,R&D Specialist,79048.21,2024-04-07
E0918,Anne Poole,45,Finance,Financial Analyst,51267.83,2016-08-05
E0919,Richard Boyd MD,45,Customer Service,Technical Support Specialist,110431.4,2023-03-04
E0920,William Rich,26,Product Development,R&D Specialist,64963.09,2024-02-11
E0921,Andrew Ballard,36,Human Resources,Recruiter,84625.33,2017-01-10
E0922,Jon Mitchell,56,Finance,Chief Financial Officer (CFO),113969.27,2024-07-16
E0923,Linda Kelly,41,Information Technology (IT),Network Administrator,101505.43,2017-02-03
E0924,Chelsea Brooks,43,Finance,Accountant,56093.8,2020-11-23
E0925,Cindy Herring,25,Product Development,Product Designer,74593.74,2020-06-20
E0926,Lauren Diaz,48,Marketing,Content Creator,88431.34,2023-11-17
E0927,Christopher Lopez,44,Legal,Corporate Lawyer,107746.26,2023-04-21
E0928,Christopher Weeks,22,Sales,Account Manager,104067.03,2022-09-23
E0929,Maureen Mcdonald,60,Operations,Operations Manager,143126.85,2019-01-03
E0930,Christopher Walker,32,Finance,Financial Analyst,142553.8,2016-10-10
E0931,Daniel Rice,54,Sales,Sales Representative,90965.12,2016-02-21
E0932,Alison Young,29,Operations,Quality Assurance Specialist,128673.17,2014-12-08
E0933,Amy Cunningham,38,Sales,Account Manager,55361.15,2016-05-28
E0934,Craig Hopkins,23,Operations,Logistics Coordinator,63499.57,2018-11-28
E0935,Miranda Taylor,37,Customer Service,Technical Support Specialist,64308.51,2015-09-03
E0936,Corey Stephens,29,Sales,Sales Manager,96453.74,2020-09-06
E0937,Maurice Kennedy,50,Human Resources,Recruiter,124570.97,2017-07-24
E0938,Dr. Bruce Brown,40,Product Development,Product Designer,66443.94,2023-11-18
E0939,Robert Jones DDS,45,Customer Service,Technical Support Specialist,121354.56,2022-11-10
E0940,Erik Jones,36,Human Resources,Human Resources Manager,110791.72,2019-06-28
E0941,Ashley Huber,58,Information Technology (IT),Software Developer,141050.93,2020-03-31
E0942,Mallory Beasley,55,Customer Service,Customer Service Representative,142058.79,2023-11-07
E0943,Jennifer Harvey,42,Finance,Financial Analyst,90434.24,2014-09-29
E0944,Tiffany Ramsey,27,Sales,Sales Manager,110983.76,2019-10-13
E0945,Scott Davis,29,Product Development,Product Manager,132050.92,2020-05-13
E0946,Christine Brady,29,Legal,General Counsel,74437.05,2023-07-26
E0947,Mr. Juan Porter,30,Customer Service,Customer Service Representative,123756.36,2019-05-01
E0948,Joseph Vasquez,34,Marketing,Marketing Manager,88354.2,2019-10-14
E0949,Gregory Anderson Jr.,42,Sales,Sales Representative,57818.32,2020-04-15
E0950,Amy Perry,48,Finance,Chief Financial Officer (CFO),121324.5,2022-09-02
E0951,Stephen Mcdonald,28,Finance,Financial Analyst,64318.18,2022-04-13
E0952,Elizabeth Lyons,32,Sales,Account Manager,116064.05,2023-11-03
E0953,Joseph Davis,40,Human Resources,Human Resources Manager,56314.73,2023-11-27
E0954,Bianca Henderson,23,Information Technology (IT),Software Developer,143732.17,2017-03-13
E0955,Daniel Bray,57,Sales,Sales Manager,120294.38,2020-01-31
E0956,Adrian Butler,39,Information Technology (IT),Software Developer,91012.78,2018-09-07
E0957,Terry Martinez,58,Finance,Chief Financial Officer (CFO),116339.38,2020-08-08
E0958,Linda Bailey,31,Finance,Financial Analyst,84662.14,2023-04-22
E0959,Jason Anderson,46,Customer Service,Customer Service Representative,104902.31,2023-11-15
E0960,Terry Dawson,31,Legal,General Counsel,140390.25,2015-07-14
E0961,Thomas Jensen,26,Information Technology (IT),Software Developer,113878.92,2023-11-22
E0962,Elizabeth Hawkins,41,Human Resources,Recruiter,65206.92,2019-03-24
E0963,Matthew Weiss DDS,46,Customer Service,Customer Service Representative,121966.27,2019-08-31
E0964,Stacy Williams,56,Marketing,Marketing Manager,117956.24,2023-08-07
E0965,David Stafford,50,Human Resources,Human Resources Manager,103080.85,2022-03-29
E0966,Dr. Heather Myers,23,Human Resources,Human Resources Manager,66811.37,2022-03-28
E0967,Julie Wu,54,Product Development,R&D Specialist,58247.03,2023-03-31
E0968,Barbara Edwards,32,Operations,Operations Manager,88626.54,2017-09-01
E0969,Seth Herrera,38,Information Technology (IT),Software Developer,135521.08,2021-10-29
E0970,Jo Guerra,50,Marketing,SEO Specialist,127554.82,2016-10-05
E0971,Gregory Gonzalez,33,Human Resources,Recruiter,89042.51,2024-02-06
E0972,Tracey Wiley,53,Product Development,Product Designer,130977.69,2021-11-16
E0973,Zachary Burke,44,Product Development,Product Manager,75947.61,2021-06-15
E0974,Daniel Rivers,59,Marketing,Content Creator,115154.93,2015-06-17
E0975,Hayley Khan,50,Operations,Operations Manager,122387.83,2016-08-14
E0976,Brian Lopez,43,Information Technology (IT),Network Administrator,76537.01,2021-04-28
E0977,Susan Larson,31,Information Technology (IT),Information Technology Manager,145982.08,2017-07-24
E0978,Frederick Reed,40,Marketing,Marketing Manager,96186.33,2021-03-11
E0979,Edward Johnson,53,Product Development,R&D Specialist,69081.81,2021-03-24
E0980,Mrs. Danielle Lane,52,Sales,Account Manager,126863.71,2016-10-14
E0981,Erin Ward,57,Customer Service,Technical Support Specialist,88744.06,2014-10-21
E0982,Ashley Jackson,46,Human Resources,Human Resources Manager,82537.11,2015-04-21
E0983,Thomas Blankenship,35,Customer Service,Customer Service Representative,81066.51,2016-09-30
E0984,Joseph West,60,Sales,Sales Manager,96155.15,2014-08-29
E0985,James White,55,Marketing,Content Creator,96670.69,2015-10-30
E0986,Chris Lee DVM,30,Legal,Paralegal,78129.27,2017-01-20
E0987,Steven Moore,42,Human Resources,Human Resources Specialist,139904.8,2019-05-16
E0988,Matthew Moore,49,Information Technology (IT),Network Administrator,69400.38,2014-10-12
E0989,Austin Olson,33,Operations,Logistics Coordinator,109457.61,2018-08-12
E0990,Elaine Bennett,26,Human Resources,Recruiter,143158.1,2015-09-16
E0991,Melissa Steele,44,Finance,Chief Financial Officer (CFO),63358.57,2022-08-15
E0992,Stacey Miller,53,Human Resources,Human Resources Manager,141074.98,2018-04-26
E0993,Christina David,34,Operations,Operations Manager,138171.66,2022-03-11
E0994,Susan Harris,54,Customer Service,Customer Service Representative,141553.56,2019-04-13
E0995,James Espinoza,59,Operations,Quality Assurance Specialist,54481.98,2020-08-18
E0996,Timothy Rivers,43,Product Development,Product Designer,116730.4,2019-11-02
E0997,Shelley Hernandez,35,Human Resources,Human Resources Specialist,52892.43,2020-08-25
E0998,Philip Morrison,23,Finance,Chief Financial Officer (CFO),129531.55,2016-06-16
E0999,Cynthia Brown,43,Finance,Financial Analyst,80474.58,2016-06-18
E1000,Adam Sandoval,25,Product Development,Product Manager,140165.59,2023-10-03
ee1d79c4bb,abc,32,Information Technology (IT),Information Technology Manager,50000.0,2024-08-31
02ca17f8d3,xyz,44,Human Resources,Human Resources Manager,50300.0,2024-08-31
